status,collision_index,collision_year,collision_reference,vehicle_reference,vehicle_type,towing_and_articulation,vehicle_manoeuvre,vehicle_direction_from,vehicle_direction_to,vehicle_location_restricted_lane,junction_location,skidding_and_overturning,hit_object_in_carriageway,vehicle_leaving_carriageway,hit_object_off_carriageway,first_point_of_impact,vehicle_left_hand_drive,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_cc,propulsion_code,age_of_vehicle,generic_make_model,driver_imd_decile,driver_home_area_type,lsoa_of_driver,escooter_flag
Unvalidated,2024010486807,2024,010486807,1,1,9,99,9,9,99,1,9,99,9,99,1,1,6,3,25,5,-1,-1,-1,-1,5,1,E01000142,0
Unvalidated,2024010486807,2024,010486807,2,9,0,99,9,9,99,6,9,99,9,99,1,9,6,2,-1,-1,-1,-1,-1,-1,7,1,E01000241,0
Unvalidated,2024010486821,2024,010486821,1,9,0,99,9,9,99,9,9,99,9,99,9,9,6,1,20,4,-1,-1,-1,-1,4,1,E01023783,0
Unvalidated,2024010486821,2024,010486821,2,9,9,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010486821,2024,010486821,3,9,9,99,9,9,99,9,9,99,9,99,9,9,6,1,50,8,-1,-1,-1,-1,9,1,E01001417,0
Unvalidated,2024010486824,2024,010486824,1,9,0,18,7,3,0,0,1,4,0,0,3,1,6,2,40,7,-1,-1,-1,-1,7,1,E01002366,0
Unvalidated,2024010486824,2024,010486824,2,9,0,2,0,0,0,0,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010486825,2024,010486825,1,3,0,3,1,5,0,1,0,0,0,0,1,1,6,1,33,6,-1,-1,-1,-1,2,1,E01001687,0
Unvalidated,2024010486825,2024,010486825,2,9,0,5,1,5,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010486828,2024,010486828,1,11,0,9,7,5,0,3,0,0,0,0,1,1,1,1,59,9,-1,-1,-1,-1,3,1,E01003193,0
Unvalidated,2024010486831,2024,010486831,1,9,0,17,5,1,0,6,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010486835,2024,010486835,1,9,0,18,1,5,0,0,0,0,0,0,1,1,1,1,55,8,-1,-1,-1,-1,5,3,E01024366,0
Unvalidated,2024010486838,2024,010486838,1,9,0,18,1,5,0,2,0,4,0,0,1,1,6,2,51,8,-1,-1,-1,-1,3,1,E01002079,0
Unvalidated,2024010486838,2024,010486838,2,19,0,2,0,0,2,2,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010486841,2024,010486841,1,9,0,18,3,7,0,1,0,0,0,0,1,1,6,1,39,7,-1,-1,-1,-1,2,1,E01000935,0
Unvalidated,2024010486851,2024,010486851,1,3,0,18,5,1,0,0,0,0,0,0,1,1,6,1,20,4,-1,-1,-1,-1,3,1,E01002102,0
Unvalidated,2024010486851,2024,010486851,2,8,0,2,0,0,2,0,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010486863,2024,010486863,1,8,0,9,1,7,0,4,0,0,0,0,1,1,1,1,46,8,-1,-1,-1,-1,5,1,E01002616,0
Unvalidated,2024010486863,2024,010486863,2,9,0,18,5,1,0,4,0,0,0,0,1,1,6,1,86,11,-1,-1,-1,-1,9,1,E01003824,0
Unvalidated,2024010486866,2024,010486866,1,9,0,18,1,5,0,0,0,0,0,0,1,1,6,1,18,4,-1,-1,-1,-1,2,1,E01003176,0
Unvalidated,2024010486866,2024,010486866,2,9,0,18,5,1,0,0,0,0,0,0,1,1,6,1,31,6,-1,-1,-1,-1,3,1,E01003439,0
Unvalidated,2024010486871,2024,010486871,1,3,0,12,3,7,0,2,2,10,0,0,3,1,6,1,47,8,-1,-1,-1,-1,2,1,E01003540,0
Unvalidated,2024010486874,2024,010486874,1,19,0,5,6,2,0,2,0,0,0,0,1,1,6,1,60,9,-1,-1,-1,-1,8,1,E01001568,0
Unvalidated,2024010486880,2024,010486880,1,4,0,18,5,1,0,0,0,0,0,0,4,1,6,1,27,6,-1,-1,-1,-1,4,1,E01002211,0
Unvalidated,2024010486880,2024,010486880,2,9,0,13,1,5,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010486886,2024,010486886,1,4,0,99,9,9,99,0,9,99,9,99,9,1,6,3,-1,-1,-1,-1,-1,-1,1,1,E01004247,0
Unvalidated,2024010486886,2024,010486886,2,9,0,99,9,9,99,0,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010486897,2024,010486897,1,1,9,99,9,9,99,9,9,99,9,99,9,1,6,1,28,6,-1,-1,-1,-1,5,1,E01001720,0
Unvalidated,2024010486897,2024,010486897,2,9,0,99,9,9,99,9,9,99,9,99,1,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010486898,2024,010486898,1,9,0,18,7,3,0,0,0,0,7,11,1,1,1,1,27,6,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010486898,2024,010486898,2,9,0,6,7,7,0,0,0,0,7,0,3,1,6,1,26,6,-1,-1,-1,-1,2,1,E01003334,0
Unvalidated,2024010486900,2024,010486900,1,3,0,18,5,1,0,8,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010486907,2024,010486907,1,9,0,99,9,9,99,9,9,99,9,99,2,9,6,2,34,6,-1,-1,-1,-1,5,1,E01002245,0
Unvalidated,2024010486907,2024,010486907,2,9,9,99,9,9,99,9,9,99,9,99,9,9,6,1,62,9,-1,-1,-1,-1,3,1,E01003563,0
Unvalidated,2024010486908,2024,010486908,1,9,0,4,1,5,0,3,0,0,0,0,1,1,6,1,40,7,-1,-1,-1,-1,9,1,E01023308,0
Unvalidated,2024010486912,2024,010486912,1,9,0,9,1,7,0,8,0,0,0,0,1,1,1,1,44,7,-1,-1,-1,-1,4,1,E01003559,0
Unvalidated,2024010486913,2024,010486913,1,9,0,18,1,5,0,8,0,0,0,0,1,1,6,2,29,6,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010486913,2024,010486913,2,9,0,9,5,3,0,8,0,0,0,0,4,1,6,2,43,7,-1,-1,-1,-1,4,1,E01033729,0
Unvalidated,2024010486915,2024,010486915,1,9,0,5,7,3,0,3,0,0,0,0,4,1,6,1,43,7,-1,-1,-1,-1,5,1,E01000067,0
Unvalidated,2024010486915,2024,010486915,2,9,0,18,1,5,0,4,0,0,0,0,3,1,6,1,30,6,-1,-1,-1,-1,3,1,E01003625,0
Unvalidated,2024010486916,2024,010486916,1,9,0,99,9,9,99,9,9,99,9,99,2,9,6,2,42,7,-1,-1,-1,-1,7,1,E01003763,0
Unvalidated,2024010486916,2024,010486916,2,9,0,99,9,9,99,9,9,99,9,99,9,9,6,2,23,5,-1,-1,-1,-1,5,1,E01003703,0
Unvalidated,2024010486917,2024,010486917,1,3,0,7,5,7,0,2,0,0,0,0,1,1,6,1,32,6,-1,-1,-1,-1,2,1,E01003540,0
Unvalidated,2024010486917,2024,010486917,2,9,0,9,7,5,0,1,0,0,0,0,1,1,6,2,63,9,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010486920,2024,010486920,1,19,0,13,1,5,0,8,0,0,0,0,4,1,6,1,55,8,-1,-1,-1,-1,1,1,E01000595,0
Unvalidated,2024010486920,2024,010486920,2,1,0,18,1,5,0,8,0,0,0,0,3,1,2,1,59,9,-1,-1,-1,-1,2,1,E01000626,0
Unvalidated,2024010486924,2024,010486924,1,9,0,9,3,1,0,1,0,0,0,0,1,1,6,1,36,7,-1,-1,-1,-1,4,1,E01003740,0
Unvalidated,2024010486931,2024,010486931,1,9,0,18,1,5,0,0,1,4,0,0,1,1,6,2,77,11,-1,-1,-1,-1,7,1,E01001538,0
Unvalidated,2024010486931,2024,010486931,2,9,0,2,0,0,0,0,0,4,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010486936,2024,010486936,1,9,0,9,3,1,0,8,0,0,0,0,4,1,6,1,28,6,-1,-1,-1,-1,4,1,E01000733,0
Unvalidated,2024010486941,2024,010486941,1,9,0,9,3,1,0,8,0,0,0,0,1,1,6,1,37,7,-1,-1,-1,-1,2,1,E01003556,0
Unvalidated,2024010486949,2024,010486949,1,9,0,18,7,3,0,8,0,0,0,0,2,1,6,2,47,8,-1,-1,-1,-1,4,1,E01003513,0
Unvalidated,2024010486949,2024,010486949,2,9,0,18,7,3,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010486951,2024,010486951,1,9,0,16,1,5,0,0,0,0,0,0,1,1,6,2,-1,-1,-1,-1,-1,-1,2,1,E01001792,0
Unvalidated,2024010486951,2024,010486951,2,9,0,18,5,1,0,0,0,0,0,0,1,1,6,1,26,6,-1,-1,-1,-1,7,1,E01023335,0
Unvalidated,2024010486957,2024,010486957,1,1,0,18,6,2,0,0,0,11,0,0,1,1,6,1,17,4,-1,-1,-1,-1,1,1,E01000153,0
Unvalidated,2024010486958,2024,010486958,1,9,0,13,5,1,0,0,0,0,0,0,1,1,6,1,22,5,-1,-1,-1,-1,3,1,E01001673,0
Unvalidated,2024010486958,2024,010486958,2,9,0,4,5,1,0,0,0,0,0,0,2,1,1,1,64,9,-1,-1,-1,-1,2,1,E01001631,0
Unvalidated,2024010486958,2024,010486958,3,9,0,14,5,1,0,0,0,0,0,0,2,1,1,1,44,7,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010486958,2024,010486958,4,9,0,13,5,1,0,0,0,0,0,0,1,1,1,1,31,6,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010486959,2024,010486959,1,9,0,18,3,7,0,8,0,0,0,0,3,1,1,1,39,7,-1,-1,-1,-1,3,1,E01000936,0
Unvalidated,2024010486959,2024,010486959,2,9,0,7,1,3,0,8,0,0,0,0,1,1,6,1,59,9,-1,-1,-1,-1,4,1,E01003354,0
Unvalidated,2024010486964,2024,010486964,1,9,0,18,5,1,0,1,0,0,0,0,1,1,6,1,43,7,-1,-1,-1,-1,8,1,E01004587,0
Unvalidated,2024010486964,2024,010486964,2,5,0,3,5,1,0,1,0,0,0,0,2,1,2,1,35,6,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010486981,2024,010486981,1,9,0,18,5,1,0,4,0,0,0,0,1,1,2,1,51,8,-1,-1,-1,-1,4,1,E01002596,0
Unvalidated,2024010486981,2024,010486981,2,1,0,18,3,7,0,4,0,0,0,0,3,1,2,1,48,8,-1,-1,-1,-1,5,1,E01001248,0
Unvalidated,2024010486993,2024,010486993,1,8,0,99,9,9,99,9,9,99,9,99,2,9,1,1,50,8,-1,-1,-1,-1,7,1,E01001346,0
Unvalidated,2024010486993,2024,010486993,2,9,9,99,9,9,99,9,9,99,9,99,9,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487004,2024,010487004,1,3,0,18,5,1,0,1,0,0,0,0,1,1,1,1,55,8,-1,-1,-1,-1,4,1,E01004631,0
Unvalidated,2024010487012,2024,010487012,1,9,0,18,5,1,0,0,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487020,2024,010487020,1,9,0,7,1,4,0,1,0,11,0,0,4,1,6,2,47,8,-1,-1,-1,-1,3,1,E01002526,0
Unvalidated,2024010487020,2024,010487020,2,1,0,7,1,4,0,1,0,0,0,0,4,1,1,1,23,5,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487023,2024,010487023,1,5,0,17,5,1,0,3,0,0,0,0,3,1,1,1,57,9,-1,-1,-1,-1,6,1,E01030563,0
Unvalidated,2024010487023,2024,010487023,2,9,0,11,5,1,0,3,0,0,0,0,3,1,1,1,54,8,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487036,2024,010487036,1,9,0,18,7,3,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487037,2024,010487037,1,9,0,18,1,5,0,0,0,0,0,0,1,1,6,2,72,10,-1,-1,-1,-1,7,1,E01000389,0
Unvalidated,2024010487040,2024,010487040,1,8,0,18,7,3,0,8,0,0,0,0,4,1,1,1,64,9,-1,-1,-1,-1,8,1,E01002163,0
Unvalidated,2024010487040,2024,010487040,2,1,0,18,1,5,0,8,0,0,0,0,3,1,6,1,19,4,-1,-1,-1,-1,2,1,E01000599,0
Unvalidated,2024010487041,2024,010487041,1,9,0,9,1,7,0,0,0,0,0,0,1,1,6,2,63,9,-1,-1,-1,-1,5,1,E01002563,0
Unvalidated,2024010487041,2024,010487041,2,90,0,18,5,1,4,0,0,0,0,0,1,1,6,1,55,8,-1,-1,-1,-1,6,1,E01002670,1
Unvalidated,2024010487042,2024,010487042,1,3,0,99,9,9,99,9,9,99,9,99,1,1,6,1,26,6,-1,-1,-1,-1,3,1,E01002185,0
Unvalidated,2024010487042,2024,010487042,2,19,0,99,9,9,99,9,9,99,9,99,2,9,6,3,-1,-1,-1,-1,-1,-1,9,1,E01030970,0
Unvalidated,2024010487043,2024,010487043,1,11,0,4,1,5,2,1,0,0,0,0,0,1,1,1,34,6,-1,-1,-1,-1,6,1,E01003226,0
Unvalidated,2024010487044,2024,010487044,1,9,0,18,5,1,0,8,0,0,1,0,0,1,3,2,39,7,-1,-1,-1,-1,5,1,E01004523,0
Unvalidated,2024010487044,2024,010487044,2,8,0,7,5,7,0,5,0,0,0,0,0,2,1,1,65,9,-1,-1,-1,-1,2,1,E01001011,0
Unvalidated,2024010487070,2024,010487070,1,3,0,99,9,9,99,9,9,99,9,99,1,1,6,3,26,6,-1,-1,-1,-1,5,1,E01000512,0
Unvalidated,2024010487070,2024,010487070,2,9,0,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487085,2024,010487085,1,3,0,99,9,9,99,9,9,99,9,99,1,1,2,1,31,6,-1,-1,-1,-1,5,1,E01000589,0
Unvalidated,2024010487085,2024,010487085,2,9,0,99,9,9,99,9,9,99,9,99,1,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487086,2024,010487086,1,9,9,99,9,9,99,0,9,99,9,99,9,9,6,1,31,6,-1,-1,-1,-1,6,1,E01033463,0
Unvalidated,2024010487086,2024,010487086,2,9,9,99,9,9,99,0,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487089,2024,010487089,1,3,0,5,3,7,0,0,0,0,0,0,1,1,1,1,32,6,-1,-1,-1,-1,8,1,E01001604,0
Unvalidated,2024010487092,2024,010487092,1,9,9,99,9,9,0,3,9,99,9,99,9,9,6,2,46,8,-1,-1,-1,-1,3,1,E01000114,0
Unvalidated,2024010487092,2024,010487092,2,9,9,99,9,9,0,3,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,4,1,E01003757,0
Unvalidated,2024010487095,2024,010487095,1,3,0,13,6,2,0,1,0,0,0,0,1,1,2,1,37,7,-1,-1,-1,-1,6,1,E01004474,0
Unvalidated,2024010487095,2024,010487095,2,19,0,9,6,4,0,1,0,0,0,0,3,1,1,1,31,6,-1,-1,-1,-1,7,1,E01016162,0
Unvalidated,2024010487099,2024,010487099,1,11,0,7,7,1,0,0,0,0,0,0,0,1,6,1,34,6,-1,-1,-1,-1,2,1,E01004246,0
Unvalidated,2024010487101,2024,010487101,1,9,5,18,1,5,0,8,5,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487102,2024,010487102,1,9,0,99,9,9,99,9,9,99,9,99,2,9,2,2,51,8,-1,-1,-1,-1,4,1,E01003793,0
Unvalidated,2024010487102,2024,010487102,2,9,0,99,9,9,99,9,9,99,9,99,2,9,6,1,27,6,-1,-1,-1,-1,2,1,E01003601,0
Unvalidated,2024010487103,2024,010487103,1,5,0,18,3,7,0,8,2,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487105,2024,010487105,1,9,0,18,3,7,0,8,0,0,0,0,4,1,6,2,25,5,-1,-1,-1,-1,1,1,E01002081,0
Unvalidated,2024010487105,2024,010487105,2,8,0,18,7,3,0,8,0,0,0,0,1,1,6,1,61,9,-1,-1,-1,-1,7,1,E01002372,0
Unvalidated,2024010487106,2024,010487106,1,4,0,13,3,7,0,1,5,0,0,0,1,1,2,1,44,7,-1,-1,-1,-1,7,1,E01030414,0
Unvalidated,2024010487106,2024,010487106,2,9,0,6,7,7,0,1,0,0,0,0,1,1,1,1,48,8,-1,-1,-1,-1,1,1,E01002732,0
Unvalidated,2024010487108,2024,010487108,1,4,0,13,5,1,0,0,0,0,0,0,1,1,1,1,22,5,-1,-1,-1,-1,1,1,E01033585,0
Unvalidated,2024010487108,2024,010487108,2,9,0,18,5,1,0,0,0,0,0,0,1,1,6,1,44,7,-1,-1,-1,-1,5,1,E01004225,0
Unvalidated,2024010487110,2024,010487110,1,2,0,18,3,7,0,1,0,0,0,0,1,1,1,1,40,7,-1,-1,-1,-1,6,1,E01003272,0
Unvalidated,2024010487110,2024,010487110,2,9,0,9,5,2,0,6,0,0,0,0,1,1,6,2,34,6,-1,-1,-1,-1,6,1,E01033575,0
Unvalidated,2024010487118,2024,010487118,1,9,0,18,5,1,0,1,0,0,0,0,1,1,6,1,31,6,-1,-1,-1,-1,4,1,E01000746,0
Unvalidated,2024010487128,2024,010487128,1,9,0,9,1,6,0,8,0,0,0,0,4,1,6,1,22,5,-1,-1,-1,-1,6,1,E01004621,0
Unvalidated,2024010487128,2024,010487128,2,5,0,18,1,5,0,8,0,0,0,0,4,1,6,1,41,7,-1,-1,-1,-1,8,1,E01003873,0
Unvalidated,2024010487131,2024,010487131,1,9,0,9,7,5,0,8,0,0,0,0,3,1,6,1,67,10,-1,-1,-1,-1,8,1,E01000774,0
Unvalidated,2024010487131,2024,010487131,2,3,0,18,5,1,0,1,0,0,0,0,1,1,2,1,33,6,-1,-1,-1,-1,3,1,E01003728,0
Unvalidated,2024010487133,2024,010487133,1,9,0,18,1,5,0,1,0,0,1,11,1,1,6,1,43,7,-1,-1,-1,-1,10,1,E01023313,0
Unvalidated,2024010487134,2024,010487134,1,8,0,4,1,5,0,0,0,0,0,0,3,1,1,1,28,6,-1,-1,-1,-1,9,1,E01030389,0
Unvalidated,2024010487134,2024,010487134,2,3,0,15,1,5,0,0,0,0,0,0,4,1,1,1,31,6,-1,-1,-1,-1,7,1,E01004683,0
Unvalidated,2024010487135,2024,010487135,1,3,0,4,5,1,2,0,1,0,0,0,0,1,1,1,26,6,-1,-1,-1,-1,3,1,E01003251,0
Unvalidated,2024010487143,2024,010487143,1,1,9,99,9,9,99,0,9,8,9,99,1,1,2,2,39,7,-1,-1,-1,-1,5,1,E01001852,0
Unvalidated,2024010487143,2024,010487143,2,8,0,99,9,9,99,0,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487160,2024,010487160,1,9,0,18,1,5,0,0,0,0,0,0,1,1,6,1,83,11,-1,-1,-1,-1,6,1,E01001494,0
Unvalidated,2024010487161,2024,010487161,1,19,0,7,4,7,4,5,0,0,0,0,0,1,1,1,70,10,-1,-1,-1,-1,2,1,E01001911,0
Unvalidated,2024010487161,2024,010487161,2,1,0,15,3,7,4,1,0,0,0,0,0,1,6,1,63,9,-1,-1,-1,-1,10,1,E01003866,0
Unvalidated,2024010487163,2024,010487163,1,19,0,9,7,4,0,8,0,0,0,0,3,1,1,1,35,6,-1,-1,-1,-1,2,1,E01015931,0
Unvalidated,2024010487169,2024,010487169,1,3,0,99,9,9,99,9,9,99,9,99,1,1,6,1,40,7,-1,-1,-1,-1,2,1,E01003768,0
Unvalidated,2024010487169,2024,010487169,2,9,0,99,9,9,99,9,9,99,9,99,1,9,6,3,-1,-1,-1,-1,-1,-1,7,1,E01021827,0
Unvalidated,2024010487170,2024,010487170,1,9,0,18,1,5,0,0,0,0,0,0,1,2,1,1,53,8,-1,-1,-1,-1,5,1,E01000398,0
Unvalidated,2024010487180,2024,010487180,1,3,0,18,7,3,0,0,2,0,0,0,2,1,6,1,25,5,-1,-1,-1,-1,4,1,E01002663,0
Unvalidated,2024010487180,2024,010487180,2,5,0,18,7,3,9,0,2,0,6,0,1,1,6,1,29,6,-1,-1,-1,-1,5,1,E01002629,0
Unvalidated,2024010487183,2024,010487183,1,9,0,99,9,9,99,9,9,99,9,99,9,9,2,1,49,8,-1,-1,-1,-1,3,1,E01015973,0
Unvalidated,2024010487183,2024,010487183,2,9,0,99,9,9,99,9,9,99,9,99,1,9,6,3,57,9,-1,-1,-1,-1,2,1,E01003912,0
Unvalidated,2024010487201,2024,010487201,1,19,0,1,1,5,0,6,0,0,0,0,2,1,1,1,57,9,-1,-1,-1,-1,6,1,E01030699,0
Unvalidated,2024010487204,2024,010487204,1,9,0,18,1,5,0,1,0,0,0,0,1,1,2,1,52,8,-1,-1,-1,-1,9,3,E01023352,0
Unvalidated,2024010487205,2024,010487205,1,2,0,4,5,1,0,8,0,0,0,0,1,1,6,1,22,5,-1,-1,-1,-1,4,1,E01003133,0
Unvalidated,2024010487205,2024,010487205,2,9,0,7,1,3,0,8,0,0,1,0,1,1,6,1,34,6,-1,-1,-1,-1,2,1,E01003984,0
Unvalidated,2024010487206,2024,010487206,1,9,9,99,9,9,99,9,9,99,9,99,9,9,6,1,50,8,-1,-1,-1,-1,2,1,E01001332,0
Unvalidated,2024010487206,2024,010487206,2,9,9,99,9,9,99,9,9,99,9,99,9,1,6,2,36,7,-1,-1,-1,-1,4,1,E01001711,0
Unvalidated,2024010487207,2024,010487207,1,4,0,14,5,1,0,2,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487210,2024,010487210,1,1,9,99,9,9,99,9,9,99,9,99,9,1,6,1,25,5,-1,-1,-1,-1,3,1,E01003250,0
Unvalidated,2024010487210,2024,010487210,2,9,0,99,9,9,99,9,9,99,9,99,9,9,6,1,67,10,-1,-1,-1,-1,1,1,E01002758,0
Unvalidated,2024010487211,2024,010487211,1,1,9,99,9,9,99,9,9,99,9,99,1,1,2,1,51,8,-1,-1,-1,-1,9,1,E01030539,0
Unvalidated,2024010487211,2024,010487211,2,19,0,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487214,2024,010487214,1,9,0,1,7,3,0,9,0,0,0,0,2,1,6,1,78,11,-1,-1,-1,-1,7,1,E01003407,0
Unvalidated,2024010487220,2024,010487220,1,9,0,18,3,7,0,1,0,0,0,0,1,1,6,1,37,7,-1,-1,-1,-1,6,1,E01001289,0
Unvalidated,2024010487220,2024,010487220,2,1,0,18,5,1,0,3,1,0,0,0,1,1,6,1,35,6,-1,-1,-1,-1,5,1,E01001293,0
Unvalidated,2024010487223,2024,010487223,1,9,0,18,5,1,0,8,0,0,0,0,1,1,6,1,55,8,-1,-1,-1,-1,3,1,E01003439,0
Unvalidated,2024010487223,2024,010487223,2,9,0,9,1,7,0,8,0,7,0,0,1,1,6,1,29,6,-1,-1,-1,-1,4,1,E01003452,0
Unvalidated,2024010487224,2024,010487224,1,9,0,18,2,6,0,2,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487226,2024,010487226,1,3,0,99,9,9,99,9,9,99,9,99,9,1,6,1,25,5,-1,-1,-1,-1,4,1,E01003119,0
Unvalidated,2024010487226,2024,010487226,2,9,0,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487232,2024,010487232,1,19,0,18,3,7,0,1,0,0,0,0,4,1,1,1,44,7,-1,-1,-1,-1,2,1,E01001830,0
Unvalidated,2024010487238,2024,010487238,1,9,0,18,5,1,0,8,0,0,0,0,2,1,6,1,38,7,-1,-1,-1,-1,1,1,E01002066,0
Unvalidated,2024010487238,2024,010487238,2,19,0,18,5,1,0,8,0,0,0,0,1,1,6,1,49,8,-1,-1,-1,-1,1,1,E01001517,0
Unvalidated,2024010487252,2024,010487252,1,3,0,99,9,9,99,0,9,99,9,99,1,1,2,1,23,5,-1,-1,-1,-1,3,1,E01003015,0
Unvalidated,2024010487252,2024,010487252,2,9,0,99,9,9,99,0,9,99,9,99,1,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487254,2024,010487254,1,1,9,99,9,9,99,9,9,99,9,99,9,1,2,2,26,6,-1,-1,-1,-1,6,1,E01002670,0
Unvalidated,2024010487254,2024,010487254,2,9,0,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487255,2024,010487255,1,9,0,6,1,1,0,0,0,0,0,0,3,1,1,1,39,7,-1,-1,-1,-1,1,1,E01002751,0
Unvalidated,2024010487255,2024,010487255,2,3,0,13,1,5,0,0,0,0,0,0,3,1,6,1,32,6,-1,-1,-1,-1,2,1,E01001773,0
Unvalidated,2024010487260,2024,010487260,1,9,0,99,9,9,99,9,9,99,9,99,2,9,2,2,31,6,-1,-1,-1,-1,6,2,E01030765,0
Unvalidated,2024010487260,2024,010487260,2,9,0,99,9,9,99,9,9,99,9,99,1,9,6,3,30,6,-1,-1,-1,-1,4,1,E01004525,0
Unvalidated,2024010487265,2024,010487265,1,19,0,99,9,9,99,0,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487266,2024,010487266,1,9,0,5,3,7,0,2,0,0,0,0,1,1,6,2,38,7,-1,-1,-1,-1,9,1,E01001422,0
Unvalidated,2024010487266,2024,010487266,2,2,0,5,1,5,0,8,0,0,0,0,1,1,2,1,21,5,-1,-1,-1,-1,2,1,E01001820,0
Unvalidated,2024010487268,2024,010487268,1,3,0,99,9,9,99,0,9,99,9,99,2,1,6,1,24,5,-1,-1,-1,-1,5,1,E01003140,0
Unvalidated,2024010487268,2024,010487268,2,11,0,99,9,9,99,0,9,99,9,99,1,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487270,2024,010487270,1,1,9,99,9,9,99,0,9,99,9,99,9,1,1,2,34,6,-1,-1,-1,-1,3,1,E01001836,0
Unvalidated,2024010487270,2024,010487270,2,98,9,99,9,9,99,0,9,99,9,99,1,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487272,2024,010487272,1,9,0,4,3,7,0,1,0,0,0,0,1,1,6,1,47,8,-1,-1,-1,-1,4,1,E01003389,0
Unvalidated,2024010487280,2024,010487280,1,9,0,18,2,6,0,2,0,0,0,0,2,1,1,1,50,8,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487280,2024,010487280,2,9,0,18,2,6,0,1,0,4,0,0,1,1,6,1,52,8,-1,-1,-1,-1,4,1,E01002101,0
Unvalidated,2024010487282,2024,010487282,1,9,0,9,3,1,0,8,0,0,0,0,1,1,2,2,31,6,-1,-1,-1,-1,5,1,E01003312,0
