status,collision_index,collision_year,collision_reference,vehicle_reference,vehicle_type,towing_and_articulation,vehicle_manoeuvre,vehicle_direction_from,vehicle_direction_to,vehicle_location_restricted_lane,junction_location,skidding_and_overturning,hit_object_in_carriageway,vehicle_leaving_carriageway,hit_object_off_carriageway,first_point_of_impact,vehicle_left_hand_drive,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_cc,propulsion_code,age_of_vehicle,generic_make_model,driver_imd_decile,driver_home_area_type,lsoa_of_driver,escooter_flag
Unvalidated,2024991407022,2024,991407022,1,9,0,7,3,5,1,0,0,0,0,0,1,1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991407022,2024,991407022,2,1,0,18,3,7,1,0,0,0,0,0,4,1,5,1,25,5,-1,-1,-1,-1,8,1,-1,0
Unvalidated,2024991407032,2024,991407032,1,9,0,9,7,5,0,8,0,0,0,0,0,1,1,1,22,5,-1,-1,-1,-1,1,1,-1,0
Unvalidated,2024991407032,2024,991407032,2,9,0,18,5,1,0,8,1,0,7,11,1,1,5,1,18,4,-1,-1,-1,-1,2,1,-1,0
Unvalidated,2024991407063,2024,991407063,1,9,0,18,1,3,0,8,0,0,0,0,1,1,6,2,49,8,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991407063,2024,991407063,2,9,0,10,1,3,0,5,0,0,0,0,2,1,5,2,44,7,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991407216,2024,991407216,1,9,0,18,5,1,0,0,0,4,0,0,1,1,5,1,79,11,-1,-1,-1,-1,8,3,-1,0
Unvalidated,2024991407216,2024,991407216,2,21,1,2,5,1,0,0,0,0,0,0,4,1,1,1,53,8,-1,-1,-1,-1,5,3,-1,0
Unvalidated,2024991407220,2024,991407220,1,9,0,7,7,2,0,5,0,0,7,0,1,1,6,1,32,6,-1,-1,-1,-1,2,1,-1,0
Unvalidated,2024991407220,2024,991407220,2,11,0,18,7,3,2,5,0,0,0,0,3,1,1,1,40,7,-1,-1,-1,-1,1,1,-1,0
Unvalidated,2024991407255,2024,991407255,1,21,0,16,3,6,0,0,0,0,0,0,3,1,1,1,32,6,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991407255,2024,991407255,2,8,0,16,6,3,0,0,0,0,1,4,3,1,1,1,67,10,-1,-1,-1,-1,8,3,-1,0
Unvalidated,2024991407355,2024,991407355,1,1,0,18,4,7,0,8,0,0,0,0,1,1,6,1,22,5,-1,-1,-1,-1,3,1,-1,0
Unvalidated,2024991407355,2024,991407355,2,9,0,18,2,6,0,8,0,0,0,0,4,1,6,1,50,8,-1,-1,-1,-1,3,1,-1,0
Unvalidated,2024991407357,2024,991407357,1,9,0,7,8,3,0,1,0,0,1,0,4,1,6,3,65,9,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991407357,2024,991407357,2,1,0,18,1,4,4,1,0,0,0,0,3,1,1,1,36,7,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991407368,2024,991407368,1,19,0,9,3,7,0,7,0,0,0,0,4,1,1,1,35,6,-1,-1,-1,-1,8,1,-1,0
Unvalidated,2024991407368,2024,991407368,2,9,0,18,6,2,0,1,0,0,0,0,4,1,6,2,46,8,-1,-1,-1,-1,10,3,-1,0
Unvalidated,2024991407379,2024,991407379,1,9,0,4,1,3,0,1,0,0,0,0,1,1,5,1,79,11,-1,-1,-1,-1,9,1,-1,0
Unvalidated,2024991407384,2024,991407384,1,9,0,9,3,1,0,5,0,0,0,0,1,1,2,2,51,8,-1,-1,-1,-1,2,1,-1,0
Unvalidated,2024991407393,2024,991407393,1,11,0,4,6,3,0,1,0,0,0,0,4,1,1,2,58,9,-1,-1,-1,-1,2,1,-1,0
Unvalidated,2024991407408,2024,991407408,1,5,0,18,5,1,0,0,1,0,1,0,4,1,5,1,62,9,-1,-1,-1,-1,5,3,-1,0
Unvalidated,2024991407521,2024,991407521,1,9,0,18,2,6,0,0,1,0,0,0,0,1,6,3,30,6,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991407521,2024,991407521,2,9,0,18,6,2,0,0,1,0,1,0,1,1,6,1,39,7,-1,-1,-1,-1,8,2,-1,0
Unvalidated,2024991407533,2024,991407533,1,9,0,18,3,6,0,1,0,7,6,0,1,1,6,1,39,7,-1,-1,-1,-1,3,1,-1,0
Unvalidated,2024991407539,2024,991407539,1,8,0,15,5,1,0,0,0,0,0,0,3,2,1,1,57,9,-1,-1,-1,-1,3,1,-1,0
Unvalidated,2024991407666,2024,991407666,1,1,0,7,5,6,0,1,1,0,0,0,4,1,6,2,40,7,-1,-1,-1,-1,5,1,-1,0
Unvalidated,2024991407707,2024,991407707,1,11,0,4,5,1,0,2,0,0,0,0,1,1,1,1,63,9,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991407707,2024,991407707,2,9,0,3,5,1,0,2,0,0,0,0,2,1,5,1,66,10,-1,-1,-1,-1,6,1,-1,0
Unvalidated,2024991407715,2024,991407715,1,9,0,18,1,5,0,0,0,0,0,0,1,1,2,1,46,8,-1,-1,-1,-1,9,1,-1,0
Unvalidated,2024991407744,2024,991407744,1,9,0,18,5,1,0,2,0,0,0,0,1,1,5,2,54,8,-1,-1,-1,-1,2,1,-1,0
Unvalidated,2024991407746,2024,991407746,1,1,0,18,3,7,0,0,0,0,0,0,4,1,5,1,20,4,-1,-1,-1,-1,2,2,-1,0
Unvalidated,2024991407761,2024,991407761,1,1,0,9,3,1,0,2,0,0,0,0,3,1,5,1,30,6,-1,-1,-1,-1,10,1,-1,0
Unvalidated,2024991407761,2024,991407761,2,9,0,18,1,4,0,1,0,0,0,0,1,1,5,1,59,9,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991407768,2024,991407768,1,9,0,18,5,1,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991407775,2024,991407775,1,9,0,9,1,6,0,0,0,0,0,0,3,1,5,1,49,8,-1,-1,-1,-1,5,3,-1,0
Unvalidated,2024991407793,2024,991407793,1,9,0,18,5,1,0,1,0,0,7,0,1,1,6,1,27,6,-1,-1,-1,-1,9,1,E01000446,0
Unvalidated,2024991407793,2024,991407793,2,20,0,10,5,2,0,8,0,0,7,0,2,1,1,1,59,9,-1,-1,-1,-1,8,2,-1,0
Unvalidated,2024991407802,2024,991407802,1,9,0,18,3,7,0,0,0,0,0,0,4,1,5,1,22,5,-1,-1,-1,-1,5,1,-1,0
Unvalidated,2024991407865,2024,991407865,1,9,0,18,1,5,0,0,1,0,0,0,1,1,6,1,34,6,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991407865,2024,991407865,2,9,0,18,5,1,0,0,0,0,0,0,1,1,6,1,59,9,-1,-1,-1,-1,7,1,-1,0
Unvalidated,2024991407870,2024,991407870,1,9,0,9,3,1,0,6,0,0,0,0,1,1,1,1,41,7,-1,-1,-1,-1,1,1,-1,0
Unvalidated,2024991407870,2024,991407870,2,9,0,18,1,5,0,1,0,0,0,0,4,1,1,1,48,8,-1,-1,-1,-1,6,3,-1,0
Unvalidated,2024991407870,2024,991407870,3,21,0,18,5,1,0,1,0,0,0,0,3,1,1,1,55,8,-1,-1,-1,-1,6,3,-1,0
Unvalidated,2024991407875,2024,991407875,1,9,0,18,6,2,0,0,0,0,0,0,1,1,6,1,25,5,-1,-1,-1,-1,7,3,-1,0
Unvalidated,2024991407875,2024,991407875,2,19,0,18,2,6,0,0,0,0,0,0,1,1,6,1,54,8,-1,-1,-1,-1,7,3,-1,0
Unvalidated,2024991407908,2024,991407908,1,19,0,4,6,2,0,1,0,0,0,0,1,1,1,1,25,5,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991407908,2024,991407908,2,19,0,3,6,2,0,1,0,0,0,0,2,1,1,1,30,6,-1,-1,-1,-1,4,1,-1,0
Unvalidated,2024991407932,2024,991407932,1,2,0,15,3,7,0,8,2,0,0,0,1,1,5,1,16,4,-1,-1,-1,-1,3,2,-1,0
Unvalidated,2024991407932,2024,991407932,2,9,0,9,5,3,0,8,0,0,0,0,1,1,2,2,44,7,-1,-1,-1,-1,9,3,-1,0
Unvalidated,2024991407932,2024,991407932,3,9,0,8,3,5,0,1,0,0,0,0,1,1,5,1,33,6,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991407966,2024,991407966,1,9,0,18,8,4,0,0,0,4,0,0,1,2,6,1,35,6,-1,-1,-1,-1,5,3,-1,0
Unvalidated,2024991407966,2024,991407966,2,9,0,5,8,4,0,0,0,0,0,0,2,2,2,1,21,5,-1,-1,-1,-1,6,3,-1,0
Unvalidated,2024991408096,2024,991408096,1,90,0,18,6,3,0,0,0,0,0,0,4,1,1,1,59,9,-1,-1,-1,-1,6,1,-1,0
Unvalidated,2024991408115,2024,991408115,1,9,0,18,5,1,0,8,0,0,1,0,3,1,5,1,18,4,-1,-1,-1,-1,7,1,-1,0
Unvalidated,2024991408115,2024,991408115,2,11,0,18,3,7,0,8,0,0,7,0,1,1,1,1,46,8,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991408124,2024,991408124,1,9,0,18,3,7,0,2,0,0,0,0,1,1,3,2,43,7,-1,-1,-1,-1,9,2,-1,0
Unvalidated,2024991408135,2024,991408135,1,1,0,18,7,3,0,0,0,0,0,0,1,1,1,3,30,6,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991408138,2024,991408138,1,9,0,18,7,3,0,6,0,0,0,0,1,1,2,2,38,7,-1,-1,-1,-1,8,3,-1,0
Unvalidated,2024991408203,2024,991408203,1,9,0,18,6,2,0,0,5,0,1,10,4,1,2,1,43,7,-1,-1,-1,-1,5,2,-1,0
Unvalidated,2024991408203,2024,991408203,2,9,0,18,6,2,0,0,0,0,0,0,4,1,5,2,62,9,-1,-1,-1,-1,6,3,-1,0
Unvalidated,2024991408234,2024,991408234,1,9,0,18,7,4,0,0,0,0,0,0,1,1,5,1,41,7,-1,-1,-1,-1,3,1,-1,0
Unvalidated,2024991408234,2024,991408234,2,9,0,18,4,8,0,0,0,0,0,0,1,1,1,1,23,5,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991408246,2024,991408246,1,9,0,17,6,3,0,0,1,0,0,0,1,1,6,1,63,9,-1,-1,-1,-1,6,3,-1,0
Unvalidated,2024991408246,2024,991408246,2,9,0,16,2,6,0,0,1,0,0,0,1,1,6,1,33,6,-1,-1,-1,-1,6,3,-1,0
Unvalidated,2024991408254,2024,991408254,1,9,0,18,1,5,0,8,5,0,0,0,1,1,5,1,24,5,-1,-1,-1,-1,9,2,-1,0
Unvalidated,2024991408256,2024,991408256,1,9,0,18,2,8,0,8,1,0,3,9,1,1,5,1,63,9,-1,-1,-1,-1,5,3,-1,0
Unvalidated,2024991408260,2024,991408260,1,9,0,18,2,6,0,0,2,0,7,11,1,1,5,2,20,4,-1,-1,-1,-1,6,3,-1,0
Unvalidated,2024991408404,2024,991408404,1,9,0,17,4,8,0,0,5,10,1,10,1,1,6,2,40,7,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991408404,2024,991408404,2,9,0,17,4,8,0,0,1,10,1,10,1,1,6,2,60,9,-1,-1,-1,-1,3,1,-1,0
Unvalidated,2024991408451,2024,991408451,1,9,0,9,6,3,0,8,0,0,0,0,1,1,6,2,17,4,-1,-1,-1,-1,9,1,-1,0
Unvalidated,2024991408451,2024,991408451,2,20,0,18,2,6,0,8,0,0,0,0,1,1,1,1,52,8,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991408453,2024,991408453,1,9,0,17,6,2,0,0,0,0,0,0,1,1,5,1,30,6,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991408466,2024,991408466,1,9,0,1,5,1,0,1,0,0,0,0,2,1,6,1,24,5,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991408475,2024,991408475,1,9,0,9,8,5,0,2,0,0,0,0,1,1,5,1,33,6,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991408506,2024,991408506,1,9,0,9,6,5,0,5,0,0,0,0,1,1,2,1,34,6,-1,-1,-1,-1,6,2,-1,0
Unvalidated,2024991408515,2024,991408515,1,9,0,1,2,6,0,0,2,0,0,0,2,1,5,1,52,8,-1,-1,-1,-1,8,1,-1,0
Unvalidated,2024991408515,2024,991408515,2,9,0,2,2,6,0,0,0,0,0,0,1,1,1,1,29,6,-1,-1,-1,-1,1,1,-1,0
Unvalidated,2024991408515,2024,991408515,3,9,0,18,6,2,0,0,0,0,0,0,1,1,5,1,29,6,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991408583,2024,991408583,1,3,0,15,3,7,0,8,2,0,0,0,3,1,1,1,24,5,-1,-1,-1,-1,1,1,-1,0
Unvalidated,2024991408583,2024,991408583,2,8,0,9,3,1,0,8,0,0,0,0,3,1,1,1,44,7,-1,-1,-1,-1,1,1,-1,0
Unvalidated,2024991408664,2024,991408664,1,9,0,18,3,7,0,1,0,0,4,4,1,1,5,2,58,9,-1,-1,-1,-1,6,3,-1,0
Unvalidated,2024991408679,2024,991408679,1,9,0,9,2,8,0,7,0,0,0,0,0,1,6,1,45,7,-1,-1,-1,-1,9,1,-1,0
Unvalidated,2024991408679,2024,991408679,2,1,0,18,8,6,0,1,0,0,0,0,0,1,6,2,52,8,-1,-1,-1,-1,10,1,-1,0
Unvalidated,2024991408683,2024,991408683,1,9,0,9,4,1,0,5,0,0,3,0,1,1,5,1,44,7,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991408687,2024,991408687,1,9,0,18,1,5,0,0,5,0,1,0,3,1,5,1,52,8,-1,-1,-1,-1,1,1,-1,0
Unvalidated,2024991408705,2024,991408705,1,9,0,9,8,5,0,0,0,0,1,0,4,1,5,1,53,8,-1,-1,-1,-1,3,1,-1,0
Unvalidated,2024991408714,2024,991408714,1,9,0,4,8,4,0,2,0,0,0,0,1,1,5,1,51,8,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991408726,2024,991408726,1,9,0,18,7,3,0,0,1,0,0,0,3,1,6,1,38,7,-1,-1,-1,-1,1,1,E01009659,0
Unvalidated,2024991408726,2024,991408726,2,9,0,18,3,7,0,0,1,0,0,0,1,1,6,1,37,7,-1,-1,-1,-1,6,3,-1,0
Unvalidated,2024991408827,2024,991408827,1,9,0,5,7,3,0,4,0,0,0,0,1,1,6,2,47,8,-1,-1,-1,-1,4,1,-1,0
Unvalidated,2024991408827,2024,991408827,2,9,0,18,5,1,0,3,5,0,0,0,4,1,6,1,57,9,-1,-1,-1,-1,9,2,-1,0
Unvalidated,2024991408853,2024,991408853,1,1,0,18,8,4,0,1,0,0,0,0,4,1,5,1,25,5,-1,-1,-1,-1,8,2,-1,0
Unvalidated,2024991408853,2024,991408853,2,9,0,5,2,8,0,1,0,0,0,0,4,1,5,1,34,6,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991408951,2024,991408951,1,9,0,9,7,4,0,2,0,0,0,0,1,1,5,1,57,9,-1,-1,-1,-1,5,1,-1,0
Unvalidated,2024991409016,2024,991409016,1,9,0,9,5,3,0,8,0,0,0,0,3,1,1,1,55,8,-1,-1,-1,-1,9,1,-1,0
Unvalidated,2024991409016,2024,991409016,2,19,0,18,3,7,0,8,0,0,0,0,1,1,1,1,61,9,-1,-1,-1,-1,3,3,-1,0
Unvalidated,2024991409026,2024,991409026,1,19,0,18,8,4,0,0,0,0,0,0,1,1,1,1,52,8,-1,-1,-1,-1,6,2,-1,0
Unvalidated,2024991409026,2024,991409026,2,9,0,18,8,4,0,0,0,0,0,0,2,1,6,1,55,8,-1,-1,-1,-1,2,1,-1,0
Unvalidated,2024991409095,2024,991409095,1,9,0,18,3,7,0,0,1,0,0,0,3,1,6,1,53,8,-1,-1,-1,-1,5,2,-1,0
Unvalidated,2024991409095,2024,991409095,2,19,0,18,7,3,0,0,1,0,1,0,1,1,1,1,37,7,-1,-1,-1,-1,6,1,-1,0
Unvalidated,2024991409095,2024,991409095,3,21,4,18,7,3,0,0,0,0,0,0,3,1,1,1,69,10,-1,-1,-1,-1,7,3,-1,0
Unvalidated,2024991409103,2024,991409103,1,9,0,9,2,7,0,8,0,0,0,0,4,1,5,2,36,7,-1,-1,-1,-1,2,1,-1,0
Unvalidated,2024991409103,2024,991409103,2,9,0,18,6,2,0,8,0,0,0,0,1,1,5,1,41,7,-1,-1,-1,-1,1,1,-1,0
Unvalidated,2024991409125,2024,991409125,1,9,0,18,4,8,0,0,2,0,1,0,1,1,6,2,43,7,-1,-1,-1,-1,3,1,-1,0
Unvalidated,2024991409138,2024,991409138,1,9,0,18,5,1,0,0,1,0,7,0,2,1,5,1,32,6,-1,-1,-1,-1,9,3,E01021654,0
Unvalidated,2024991409138,2024,991409138,2,9,0,18,5,1,0,0,0,0,1,0,1,1,6,2,29,6,-1,-1,-1,-1,8,2,-1,0
Unvalidated,2024991409142,2024,991409142,1,9,0,18,1,5,0,8,0,0,0,0,4,1,6,1,35,6,-1,-1,-1,-1,4,3,-1,0
Unvalidated,2024991409142,2024,991409142,2,97,0,18,2,7,0,8,5,0,0,0,1,1,6,1,20,4,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991409150,2024,991409150,1,9,0,18,6,2,0,0,2,0,1,0,4,1,5,1,24,5,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991409151,2024,991409151,1,9,0,18,2,6,0,4,0,9,3,0,1,1,5,1,40,7,-1,-1,-1,-1,10,1,-1,0
Unvalidated,2024991409197,2024,991409197,1,9,0,18,4,8,0,0,0,0,1,0,1,1,6,2,39,7,-1,-1,-1,-1,1,1,-1,0
Unvalidated,2024991409197,2024,991409197,2,9,0,18,8,4,0,0,0,0,1,0,1,1,5,1,61,9,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991409358,2024,991409358,1,5,0,18,6,2,0,0,0,0,0,0,3,1,5,1,62,9,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991409373,2024,991409373,1,9,0,18,2,6,0,0,1,0,0,0,1,1,6,2,21,5,-1,-1,-1,-1,6,3,-1,0
Unvalidated,2024991409373,2024,991409373,2,9,0,18,6,2,0,0,0,0,1,0,1,1,2,2,56,9,-1,-1,-1,-1,2,2,-1,0
Unvalidated,2024991409373,2024,991409373,3,9,0,3,2,6,0,0,0,0,0,0,2,1,5,1,56,9,-1,-1,-1,-1,2,2,-1,0
Unvalidated,2024991409428,2024,991409428,1,9,0,18,8,4,0,0,0,0,0,0,1,1,6,2,24,5,-1,-1,-1,-1,5,1,-1,0
Unvalidated,2024991409428,2024,991409428,2,9,0,3,4,8,0,0,0,0,0,0,2,1,6,2,56,9,-1,-1,-1,-1,9,2,-1,0
Unvalidated,2024991409428,2024,991409428,3,9,0,3,4,8,0,0,0,0,0,0,2,1,6,1,64,9,-1,-1,-1,-1,9,2,-1,0
Unvalidated,2024991409448,2024,991409448,1,8,0,18,5,1,0,4,0,0,0,0,1,1,1,1,66,10,-1,-1,-1,-1,9,1,-1,0
Unvalidated,2024991409448,2024,991409448,2,9,0,9,3,1,0,8,0,0,1,11,4,1,2,2,51,8,-1,-1,-1,-1,7,3,-1,0
Unvalidated,2024991409488,2024,991409488,1,19,0,18,3,7,0,0,0,0,0,0,1,1,1,1,35,6,-1,-1,-1,-1,2,1,E01001428,0
Unvalidated,2024991409488,2024,991409488,2,9,0,18,7,3,0,0,0,0,7,0,3,1,2,1,49,8,-1,-1,-1,-1,10,3,-1,0
Unvalidated,2024991409488,2024,991409488,3,9,0,18,7,3,0,0,0,0,0,0,1,1,2,2,41,7,-1,-1,-1,-1,8,1,-1,0
Unvalidated,2024991409543,2024,991409543,1,9,0,9,1,7,0,2,0,0,0,0,1,1,6,1,60,9,-1,-1,-1,-1,2,1,-1,0
Unvalidated,2024991409547,2024,991409547,1,9,0,18,5,1,0,8,0,0,0,0,1,1,6,1,35,6,-1,-1,-1,-1,6,1,-1,0
Unvalidated,2024991409547,2024,991409547,2,9,0,10,5,3,0,8,0,0,0,0,2,1,6,2,23,5,-1,-1,-1,-1,9,1,-1,0
Unvalidated,2024991409551,2024,991409551,1,9,0,9,1,7,0,6,0,0,0,0,2,1,5,1,66,10,-1,-1,-1,-1,10,1,-1,0
Unvalidated,2024991409551,2024,991409551,2,9,0,18,7,3,0,8,0,0,0,0,1,1,5,1,27,6,-1,-1,-1,-1,3,1,-1,0
Unvalidated,2024991409563,2024,991409563,1,9,0,18,6,3,0,8,0,0,0,0,1,1,6,1,70,10,-1,-1,-1,-1,8,1,-1,0
Unvalidated,2024991409605,2024,991409605,1,9,0,18,8,4,0,1,0,0,0,0,1,1,5,2,37,7,-1,-1,-1,-1,-1,3,-1,0
Unvalidated,2024991409605,2024,991409605,2,9,0,9,4,2,0,1,0,0,8,0,1,1,2,1,57,9,-1,-1,-1,-1,4,2,-1,0
Unvalidated,2024991409609,2024,991409609,1,9,0,9,7,5,0,5,0,0,0,0,1,2,5,2,70,10,-1,-1,-1,-1,8,3,-1,0
Unvalidated,2024991409609,2024,991409609,2,1,0,18,3,7,0,8,5,0,0,0,1,1,2,1,60,9,-1,-1,-1,-1,8,3,-1,0
Unvalidated,2024991409618,2024,991409618,1,9,0,18,3,7,0,1,0,0,0,0,1,1,6,2,57,9,-1,-1,-1,-1,9,1,-1,0
Unvalidated,2024991409626,2024,991409626,1,9,0,18,8,4,0,1,1,0,0,0,1,1,5,2,42,7,-1,-1,-1,-1,4,3,-1,0
Unvalidated,2024991409626,2024,991409626,2,9,0,18,8,4,0,1,0,0,0,0,2,1,6,2,65,9,-1,-1,-1,-1,3,2,-1,0
Unvalidated,2024991409640,2024,991409640,1,9,0,18,5,3,0,2,0,0,0,0,1,1,2,2,48,8,-1,-1,-1,-1,8,1,-1,0
Unvalidated,2024991409640,2024,991409640,2,97,0,18,3,7,0,1,2,0,0,0,4,1,2,1,51,8,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991409684,2024,991409684,1,9,0,17,7,4,6,0,1,0,1,11,1,1,2,1,30,6,-1,-1,-1,-1,5,3,-1,0
Unvalidated,2024991409702,2024,991409702,1,9,0,18,2,7,0,0,0,12,0,0,1,1,5,2,20,4,-1,-1,-1,-1,3,2,-1,0
Unvalidated,2024991409702,2024,991409702,2,9,0,18,3,7,0,0,0,12,0,0,2,1,5,1,33,6,-1,-1,-1,-1,3,1,-1,0
Unvalidated,2024991409783,2024,991409783,1,9,0,18,2,5,0,1,0,0,0,0,1,1,5,2,20,4,-1,-1,-1,-1,9,1,-1,0
Unvalidated,2024991409783,2024,991409783,2,9,0,18,4,8,0,8,0,0,0,0,3,1,5,2,78,11,-1,-1,-1,-1,8,1,-1,0
Unvalidated,2024991409831,2024,991409831,1,9,0,18,8,4,0,0,0,0,0,0,1,1,2,1,20,4,-1,-1,-1,-1,7,1,-1,0
Unvalidated,2024991409841,2024,991409841,1,9,0,14,2,7,0,0,0,0,0,0,1,1,5,1,41,7,-1,-1,-1,-1,1,1,-1,0
Unvalidated,2024991409841,2024,991409841,2,19,0,2,0,0,9,0,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991409897,2024,991409897,1,9,0,18,6,1,0,0,0,0,0,0,0,1,6,3,40,7,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991409897,2024,991409897,2,9,0,17,1,6,0,0,0,0,7,10,1,1,5,2,38,7,-1,-1,-1,-1,4,2,-1,0
Unvalidated,2024991409909,2024,991409909,1,19,0,7,3,5,0,6,0,0,3,0,1,1,2,1,31,6,-1,-1,-1,-1,1,1,E01013208,0
Unvalidated,2024991409909,2024,991409909,2,9,0,18,1,5,0,8,0,0,7,0,4,1,5,2,50,8,-1,-1,-1,-1,4,3,-1,0
Unvalidated,2024991409975,2024,991409975,1,9,0,18,7,4,0,0,0,0,0,0,1,1,6,1,27,6,-1,-1,-1,-1,10,2,-1,0
Unvalidated,2024991409975,2024,991409975,2,9,0,18,4,8,0,0,0,0,0,0,1,1,5,1,77,11,-1,-1,-1,-1,10,2,-1,0
Unvalidated,2024991409975,2024,991409975,3,9,0,18,4,8,0,0,0,0,0,0,1,1,6,2,39,7,-1,-1,-1,-1,9,2,-1,0
Unvalidated,2024991409975,2024,991409975,4,9,0,18,4,8,0,0,0,0,0,0,1,1,6,2,21,5,-1,-1,-1,-1,5,2,-1,0
Unvalidated,2024991409977,2024,991409977,1,9,0,9,2,7,0,1,0,0,0,0,4,1,6,2,61,9,-1,-1,-1,-1,10,1,-1,0
Unvalidated,2024991409991,2024,991409991,1,9,0,18,7,3,0,1,0,0,0,0,4,1,6,1,61,9,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991409995,2024,991409995,1,9,0,6,8,7,0,1,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991409995,2024,991409995,2,2,0,5,3,7,0,1,0,0,0,0,4,1,2,2,18,4,-1,-1,-1,-1,2,1,-1,0
Unvalidated,2024991410005,2024,991410005,1,11,0,18,3,7,0,1,0,0,0,0,1,1,1,1,49,8,-1,-1,-1,-1,1,1,-1,0
Unvalidated,2024991410011,2024,991410011,1,98,0,18,2,7,0,0,0,4,0,0,3,1,6,1,32,6,-1,-1,-1,-1,7,1,-1,0
Unvalidated,2024991410011,2024,991410011,2,98,0,2,0,0,0,0,0,4,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991410017,2024,991410017,1,3,0,18,3,7,0,1,1,7,0,0,1,1,5,1,27,6,-1,-1,-1,-1,1,1,-1,0
Unvalidated,2024991410018,2024,991410018,1,1,0,18,1,5,0,3,2,0,0,0,4,1,2,1,60,9,-1,-1,-1,-1,8,1,-1,0
Unvalidated,2024991410018,2024,991410018,2,9,0,5,3,5,0,4,0,0,0,0,1,2,2,1,45,7,-1,-1,-1,-1,10,3,-1,0
Unvalidated,2024991410042,2024,991410042,1,8,0,5,6,3,0,0,0,0,1,0,3,1,5,1,41,7,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991410044,2024,991410044,1,9,0,7,2,3,0,1,0,0,6,1,1,1,6,2,46,8,-1,-1,-1,-1,2,1,-1,0
Unvalidated,2024991410158,2024,991410158,1,9,0,7,2,4,0,1,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991410201,2024,991410201,1,9,0,18,6,2,0,0,0,0,0,0,0,1,6,1,20,4,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991410201,2024,991410201,2,9,0,18,6,2,0,0,1,10,0,0,0,1,5,2,24,5,-1,-1,-1,-1,3,1,-1,0
Unvalidated,2024991410227,2024,991410227,1,19,0,18,1,5,0,8,5,0,7,0,3,1,1,1,34,6,-1,-1,-1,-1,5,1,-1,0
Unvalidated,2024991410227,2024,991410227,2,9,0,18,7,3,0,1,0,0,0,0,1,1,5,1,25,5,-1,-1,-1,-1,6,3,-1,0
Unvalidated,2024991410255,2024,991410255,1,9,0,17,3,7,0,0,2,0,1,4,1,1,5,1,36,7,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024991410334,2024,991410334,1,9,0,10,5,2,0,7,0,0,1,0,3,1,5,2,65,9,-1,-1,-1,-1,5,3,-1,0
Unvalidated,2024991410334,2024,991410334,2,90,1,18,3,7,0,1,1,4,0,0,1,1,1,1,44,7,-1,-1,-1,-1,10,2,E01011932,0
Unvalidated,2024991410334,2024,991410334,3,9,0,15,3,7,0,1,1,0,8,1,1,1,5,1,38,7,-1,-1,-1,-1,6,3,-1,0
